company_name	company_type	company_size	is_listed
上海圣然信息科技有限公司	其他行业	500-999人	无信息
上海奇码数字信息有限公司	互联网	100-499人	不需要融资
一路行品牌管理有限公司	互联网金融	20-99人	A轮
上海天络行品牌管理股份有限公司	文化/体育/娱乐	20-99人	D轮及以上
上海己美网络科技有限公司	培训机构	20-99人	未融资
上海幻电信息科技有限公司	互联网	1000-9999人	已上市
上海宾图服饰有限公司	装修装饰	100-499人	无信息
上海奉全文化传播有限公司	物流/仓储	20-99人	无信息
上海晟达元信息技术有限公司	旅游	100-499人	未融资
上海果壳电子有限公司	互联网	100-499人	C轮
上海时光科技股份有限公司	游戏	100-499人	已上市
上海新共赢信息科技有限公司	移动互联网	500-999人	C轮
上海浦东发展银行股份有限公司	银行	100-499人	已上市
上海新顶呱呱服装有限公司	企业服务	1000-9999人	已上市
上海泽佑网络科技有限公司	电子商务	20-99人	未融资
上海来伊份股份有限公司	互联网	1000-9999人	已上市
上海老盛昌餐饮管理有限公司	餐饮	10000人以上	无信息
上海聚力传媒技术有限公司	移动互联网	1000-9999人	已上市
上海葡萄纬度科技有限公司	移动互联网	500-999人	不需要融资
上海晨光文具股份有限公司	其他行业	1000-9999人	已上市
上海触乐信息科技有限公司	移动互联网	100-499人	已上市
上海绿康来科技有限公司	工程施工	0-20人	未融资
上海邮乐网络技术有限公司	电子商务	500-999人	A轮
上海韵达货运有限公司	物流/仓储	10000人以上	已上市
上海蔚来汽车有限公司	汽车生产	1000-9999人	已上市
上海连尚网络科技有限公司	互联网	1000-9999人	B轮
东莞市九门寨实业投资有限公司	餐饮	20-99人	未融资
中国中化股份有限公司	移动互联网	500-999人	不需要融资
上海逗屋网络科技有限公司	游戏	100-499人	B轮
中国盐业集团有限公司	批发/零售	0-20人	未融资
中国建银投资有限责任公司	互联网金融	100-499人	未融资
中国供销电子商务有限公司	电子商务	100-499人	不需要融资
中国移动通信集团云南有限公司互联网分公司	通信/网络设备	1000-9999人	不需要融资
中磊企业集团有限公司	财务/审计/税务	100-499人	不需要融资
中国工艺美术集团有限公司	工艺品/收藏品	0-20人	无信息
中粮我买网投资有限公司	电子商务	1000-9999人	未融资
中联重科股份有限公司	机械设备/机电/重工	10000人以上	已上市
中国茶叶有限公司	食品/饮料/烟酒	0-20人	未融资
义乌市乐麦地网络科技有限公司	电子商务	1000-9999人	不需要融资
中国邮政集团公司江西省分公司	物流/仓储	500-999人	不需要融资
义乌市金源玩具有限公司	工程施工	10000人以上	未融资
乐视体育文化产业发展(北京)有限公司	移动互联网	500-999人	B轮
九龙仓集团有限公司	物业服务	1000-9999人	已上市
乔丹体育股份有限公司	生活服务	500-999人	不需要融资
九阳股份有限公司	互联网	1000-9999人	已上市
郑州市新鑫源商贸有限公司	音乐/视频/阅读	1000-9999人	不需要融资
互乐信息科技(杭州)有限公司	游戏	20-99人	天使轮
义乌市曼莎品牌策划有限公司	电子商务	0-20人	不需要融资
今时信合(北京)国际科技有限公司	互联网	500-999人	不需要融资
仟湖鱼业集团	互联网	20-99人	A轮
优扬文化传媒股份有限公司	文化/体育/娱乐	100-499人	未融资
优果电子有限公司	广播/影视	20-99人	未融资
佳人化妆品贸易有限公司	互联网	20-99人	未融资
信安技术(中国)有限公司	计算机软件	100-499人	已上市
优博教育投资有限公司	其他专业服务	0-20人	未融资
光合作用集团有限公司	电子商务	0-20人	天使轮
健康管理股份有限公司	医疗健康	100-499人	天使轮
内蒙古惠丰药业有限公司	4S店/后市场	20-99人	无信息
剑湖山世界股份有限公司	工程施工	100-499人	不需要融资
传成世纪(北京)商务服务有限公司	培训机构	0-20人	未融资
勇士娱乐有限公司	游戏	20-99人	C轮
优客工场(北京)创业投资有限公司	互联网	100-499人	D轮及以上
北京一数科技有限公司	互联网	100-499人	B轮
北京三快科技有限公司	O2O	10000人以上	已上市
包商银行股份有限公司	互联网金融	1000-9999人	不需要融资
北京东方晓文化传媒有限公司	互联网	0-20人	不需要融资
北京万合天宜影视文化有限公司	互联网	100-499人	B轮
利道控股有限公司	互联网金融	20-99人	不需要融资
北京中清龙图网络技术有限公司	游戏	500-999人	A轮
北京云杉世界信息技术有限公司	互联网	10000人以上	D轮及以上
北京五八信息技术有限公司	互联网	1000-9999人	B轮
北京中彩在线科技有限责任公司	医疗健康	20-99人	未融资
北京京东世纪信息技术有限公司	电子商务	10000人以上	已上市
北京伏牛堂餐饮文化有限公司	餐饮	100-499人	B轮
北京优哉游哉科技有限公司	旅游	0-20人	无信息
北京值得买科技股份有限公司	互联网	500-999人	不需要融资
北京光音网络发展股份有限公司	餐饮	0-20人	无信息
北京六脉科技有限公司	电子商务	100-499人	天使轮
北京农信互联科技有限公司	互联网	500-999人	A轮
北京卓酷科技有限公司	家具/家电/家居	20-99人	不需要融资
北京云团文化传播有限公司	计算机软件	0-20人	不需要融资
北京喜悦嘉行影视文化有限公司	音乐/视频/阅读	100-499人	已上市
北京实强联合机电设备有限公司	工程施工	100-499人	不需要融资
北京嘀嘀无限科技发展有限公司	移动互联网	10000人以上	D轮及以上
北京创新伙伴教育科技有限公司	移动互联网	100-499人	A轮
北京市富乐科技开发有限公司	互联网金融	0-20人	不需要融资
北京快恋婚姻服务有限公司	互联网	100-499人	未融资
北京恒昌利通投资管理有限公司	互联网	10000人以上	不需要融资
北京悦畅科技有限公司	互联网	500-999人	B轮
北京搜房科技发展有限公司	互联网	1000-9999人	已上市
北京幻想纵横网络技术有限公司	移动互联网	100-499人	无信息
北京春播科技有限公司	电子商务	100-499人	天使轮
北京春雨天下软件有限公司	O2O	100-499人	C轮
北京揽金宝投资管理有限公司	在线教育	10000人以上	已上市
北京智美传媒股份有限公司	互联网	20-99人	不需要融资
上海久爱广告有限公司	电子商务	100-499人	已上市
北京正安康健医药科技发展有限公司	医疗健康	100-499人	不需要融资
北京灵动新程信息科技有限公司	媒体	20-99人	A轮
北京现代汽车有限公司	互联网金融	100-499人	未融资
北京电子城投资开发股份有限公司	通信/网络设备	0-20人	未融资
北京盒子咖啡馆有限责任公司	移动互联网	1000-9999人	C轮
北京爱奇艺科技有限公司	互联网	1000-9999人	已上市
北京百家互联科技有限公司	互联网	1000-9999人	A轮
北京真乐道文化传播有限公司	婚庆/摄影	20-99人	无信息
北京站酷网络科技有限公司	互联网	100-499人	B轮
北京红太阳药业有限公司	批发/零售	20-99人	不需要融资
北京红马传媒文化发展有限公司	互联网	1000-9999人	D轮及以上
北京聚尚美汽车用品有限公司	培训机构	0-20人	未融资
北京蓝城兄弟文化传媒有限公司	互联网	100-499人	D轮及以上
北京财敦敏管理咨询有限公司	其他服务业	0-20人	无信息
北京聚光绘影科技有限公司	音乐/视频/阅读	100-499人	已上市
北京轻客智能科技有限责任公司	互联网	100-499人	B轮
北京链家房地产经纪有限公司	工程施工	10000人以上	D轮及以上
北京陆玖文化发展有限公司	电子商务	20-99人	不需要融资
北京汉银创新科技有限公司	计算机软件	20-99人	无信息
北京辣得叫餐饮管理有限公司	餐饮	500-999人	不需要融资
北京银曼电子商务有限公司	电子商务	100-499人	未融资
北京金捷报文化传媒有限公司	数据服务	100-499人	不需要融资
医统天下(北京)网络科技有限公司	医疗健康	100-499人	未融资
北京香哈网络股份有限公司	移动互联网	20-99人	A轮
千峡湖旅游开发建设有限公司	互联网	100-499人	未融资
华一股份有限公司	在线教育	100-499人	不需要融资
华夏人寿保险股份有限公司	互联网金融	10000人以上	不需要融资
华润三九医药股份有限公司	医疗健康	10000人以上	已上市
北京飞度网络科技有限公司	互联网	20-99人	不需要融资
南京善跑体育科技有限公司	O2O	100-499人	天使轮
北京魅动力教育咨询有限公司	互联网	100-499人	未融资
南京立高服饰有限公司	生活服务	1000-9999人	不需要融资
南京途牛科技有限公司	互联网	1000-9999人	已上市
南京零号线电子商务有限公司	培训机构	100-499人	天使轮
南通顾家电子商务有限公司	其他行业	10000人以上	已上市
印第安纳科技(深圳)有限公司	贸易/进出口	0-20人	未融资
南京宁晟林食品有限公司	在线教育	100-499人	未融资
厦门秀商品牌管理有限公司	其他专业服务	0-20人	无信息
台州市沸点广告传媒有限公司	互联网金融	0-20人	A轮
合肥徽姑娘餐饮管理有限公司	在线教育	1000-9999人	天使轮
吉林省北方医药有限责任公司	互联网金融	10000人以上	C轮
厦门创天世纪品牌策划有限公司	互联网	100-499人	不需要融资
同博集团有限公司	在线教育	20-99人	天使轮
古迪科技有限公司	服装/纺织/皮革	0-20人	无信息
吉林省鼎誉餐饮管理有限公司	广告/公关/会展	100-499人	不需要融资
呷哺呷哺餐饮管理(香港)控股有限公司	餐饮	1000-9999人	已上市
北京微影时代科技有限公司	互联网	20-99人	C轮
品牌管理(中国)投资有限公司	广告营销	20-99人	未融资
北京小孔科技有限公司	广播/影视	0-20人	未融资
唐姆建材有限公司	餐饮	500-999人	未融资
吕志和奖有限公司	广告/公关/会展	0-20人	未融资
嘉兴市宝仕进出口有限公司	投资/融资	0-20人	无信息
唐山今合科技有限公司	互联网	500-999人	不需要融资
哈尔滨松松文化发展有限公司	互联网	0-20人	不需要融资
四川省国环环境工程咨询有限公司	环保	100-499人	未融资
四川弘耀文化传播有限公司	文化/体育/娱乐	0-20人	未融资
四川葱竹影视文化传播有限公司	广播/影视	20-99人	无信息
国维财富投资集团北京投资有限公司	工程施工	1000-9999人	未融资
四川发展(控股)有限责任公司	医疗健康	20-99人	未融资
国金证券股份有限公司	互联网金融	1000-9999人	已上市
名品集(国际)有限公司	食品/饮料/烟酒	20-99人	已上市
垦荒人(北京)科技有限公司	生活服务	100-499人	未融资
北京橙鑫数据科技有限公司	智能硬件	100-499人	不需要融资
大连达伦特工艺品有限公司	企业服务	500-999人	不需要融资
大董(上海)品牌管理有限公司	餐饮	20-99人	不需要融资
大连楼兰科技股份有限公司	生活服务	500-999人	未融资
天合光能股份有限公司	新能源	10000人以上	未融资
天天生活有限公司	社交网络	100-499人	A轮
天津市雄杰商贸有限公司	餐饮	0-20人	不需要融资
天津英雄互娱科技有限公司	游戏	500-999人	已上市
天津美维信息技术有限公司	互联网	1000-9999人	D轮及以上
天玺实业股份有限公司	装修装饰	100-499人	未融资
好想你健康食品股份有限公司	其他行业	1000-9999人	已上市
